date,600036_600519,600036_002475,600036_600276,600036_601088,600519_002475,600519_600276,600519_601088,002475_600276,002475_601088,600276_601088
2019-04-29,0.636772450992656,0.4654936512004663,0.491149295105154,0.6443190398723595,0.38846151576244764,0.4925841824546033,0.4458317573227858,0.3153349732122521,0.5777042238824194,0.31117898322578075
2019-04-30,0.6309442756503939,0.47294191386627543,0.5420616610801,0.6220169598832657,0.4082076971978548,0.5201362742340403,0.4565224295115812,0.4506175995619419,0.561816894445992,0.41837225049326426
2019-05-06,0.6191795709254927,0.47330193767566875,0.5727400968987917,0.6287108873325071,0.5332623063752268,0.546446989848372,0.5209832135159992,0.5009840473615838,0.6154185727413836,0.45013776334632516
2019-05-07,0.6182002391757002,0.4624973234405926,0.5564369357633291,0.6246555944337523,0.5121596940287725,0.5176633919683749,0.5107374695632497,0.5078578234663229,0.6117729407102498,0.4475215645647502
2019-05-08,0.6160625704384232,0.4769103151403668,0.5567398104330861,0.6286504918662418,0.5136222960412259,0.5125246329132978,0.5099362781299371,0.5275445950536087,0.6200520461070579,0.45597636943733605
2019-05-09,0.6270464295645394,0.48085190426555174,0.5756884475892633,0.6302754618711208,0.5167999644307412,0.5359169201541457,0.5125549149481706,0.527738219064907,0.6199901959065188,0.45332710510765295
2019-05-10,0.6643370481180377,0.5176077659846053,0.5875533742654143,0.6344073029014676,0.5338177402358214,0.5451301769750383,0.5320484090537914,0.5358277209943676,0.6318705420940112,0.4622256474371304
2019-05-13,0.6695630225004348,0.5371099406822245,0.5918900570002507,0.6301747503153237,0.5395865713063271,0.561301211347343,0.5360735170758747,0.5291929522610318,0.6135207934037047,0.4610715245665218
2019-05-14,0.666802723441171,0.5427463938272713,0.5877223592741165,0.6325527387130554,0.5453877613433109,0.5550262971549225,0.5384568013685807,0.5445454446449348,0.6143414477235127,0.4667608045313428
2019-05-15,0.6809443339123767,0.5530616301733862,0.6046810643660822,0.6343314835251482,0.5558523711759221,0.5757664907310225,0.5415485518120792,0.555723242112045,0.618164719727233,0.47221930657050415
2019-05-16,0.6760069363296168,0.5442108344220824,0.5898807894569811,0.624790342294051,0.5448119134098082,0.5647532263123559,0.533313987723643,0.5658824555243217,0.5902009134272889,0.4474170026028237
2019-05-17,0.6751500782077926,0.5353497965500024,0.5822943085767555,0.6208883045187716,0.553778531303465,0.5721744382899471,0.5353640875152105,0.5563710085556164,0.5868884993309001,0.4418773757255878
2019-05-20,0.6719277673540209,0.5211917471904173,0.5687555766945483,0.6220041468240645,0.5693861710194256,0.5814193877507121,0.5346876991623521,0.5893159947370528,0.5842555327055198,0.43830282901326634
2019-05-21,0.6793798728752652,0.5233334292417795,0.57816040082562,0.6227923624613162,0.5986929420434922,0.5788530665538888,0.5502130023190569,0.6250885497280787,0.5767701557432553,0.4565433369233807
2019-05-22,0.6794289391986639,0.5229854783225034,0.5788628034226446,0.6224325516492093,0.5977279250192346,0.5786440681110809,0.5491583154553111,0.626297176950427,0.5764672999493476,0.4588409031456424
2019-05-23,0.6774253982059554,0.511481770481661,0.5756780073671188,0.6380605480874145,0.6199987265665886,0.5899349132071002,0.5538317811246802,0.637741145977963,0.6030870586267967,0.46991498025184814
2019-05-24,0.6957135108516601,0.5056977646128348,0.5551217736404866,0.5786826589479084,0.6178461904001992,0.5851739089977831,0.5622978187393493,0.6305272733531717,0.605327183024069,0.43922103542331964
2019-05-27,0.6906006080638107,0.5333243284022684,0.5590746256828405,0.6215839996189195,0.6284399708045456,0.5792105219483408,0.579481300995648,0.634810295394441,0.604774335014366,0.4494540986377798
2019-05-28,0.6892036131075341,0.5497537430935635,0.5643969406432735,0.6285405480082389,0.6412015798191788,0.5770863283677768,0.5881835789800323,0.6534404243085795,0.6052609204239872,0.45952606305759014
2019-05-29,0.6814923059740942,0.5506302910537466,0.586300811917643,0.6296582647959791,0.631194318967655,0.5629732765760518,0.5872252017472654,0.6716878649292914,0.6079062078297992,0.4918588198956617
2019-05-30,0.6622915035805296,0.5727160475512879,0.6042935789991614,0.6138889909588842,0.6489006955547152,0.5750880203974472,0.5646095548668965,0.6718096874201112,0.6170049535185893,0.4955465036826506
2019-05-31,0.6600209982853051,0.5728706227164553,0.605449093441796,0.6235935098919209,0.6439576869088385,0.5721010461189331,0.5803784388296549,0.6719783948227183,0.6136537553338174,0.4918331268011285
2019-06-03,0.6600187188365674,0.5851184280609751,0.6062488291858696,0.6287850896028825,0.6479684942785106,0.5690167169965618,0.5792842398267091,0.6770964033565554,0.6151039331723309,0.4971908119657989
2019-06-04,0.6630510399584242,0.585334429493722,0.6095512784592497,0.6219085799177149,0.6453202096606341,0.5718093640609745,0.5748698141229378,0.6743325241955908,0.6181503081766047,0.49035507062773054
2019-06-05,0.6537251078560432,0.580044768720069,0.5885399743188293,0.6112244343567642,0.6380213900130739,0.5521142731301354,0.5616907851687598,0.6195817609877092,0.6171114265133754,0.43031059449506875
2019-06-06,0.6495840570427938,0.5878498647979049,0.5857994639660015,0.6056509117445991,0.646076977470227,0.5529373660355938,0.5650205081100108,0.6275044733046871,0.6624213889248457,0.4347530893421752
2019-06-10,0.6652580618330008,0.6116280234880519,0.5937202337818935,0.6201383865566659,0.6394237807683137,0.5526805267596397,0.5648459033332709,0.6272440592047575,0.6689609668850504,0.43734215576740737
2019-06-11,0.6777372709477048,0.6180078872398734,0.6025500971007444,0.6242053510192229,0.6595100770086225,0.5646691254738706,0.5735133068248526,0.6392288834841279,0.6737945590936312,0.4451550750178299
2019-06-12,0.677375169505858,0.6322096392653921,0.6028877733445321,0.628580916391228,0.6697070198985988,0.5637955544413432,0.5746980881364093,0.642329104285302,0.670053872037556,0.44635786814004813
2019-06-13,0.6743695361256004,0.6318025592505621,0.5986875751333801,0.6339295700195785,0.6691047228064788,0.5670145633475328,0.5892952509961201,0.623890451365945,0.6625664103192348,0.44802201011833265
2019-06-14,0.6757377922676693,0.6346792795581225,0.5986635636337775,0.6316401678994816,0.6833851558438041,0.5732645270477374,0.589711585232179,0.616347107818055,0.6563243353411002,0.4430764117135652
2019-06-17,0.6648128503333796,0.6174413931967522,0.5872231047989451,0.6195585243551229,0.6697333771038018,0.5527020321499793,0.5526313642447612,0.5955043541300215,0.6131464519087667,0.40681502319591045
2019-06-18,0.6607239526175254,0.6233279025024635,0.5854138629004686,0.6168179049279032,0.6778411888100131,0.5422809631795433,0.549086240703512,0.608744770979257,0.616515705429967,0.4011761047531687
2019-06-19,0.6640065667642571,0.6353723122730036,0.5946606525107553,0.6025478701019584,0.6728985997375775,0.5471690841827797,0.5430893386764533,0.6241815504059028,0.5828449865077248,0.3877304623539198
2019-06-20,0.6834154228890454,0.6391544290886483,0.5940400109615531,0.6016590436385377,0.6780246920702069,0.5515342396589961,0.5479318528945749,0.6282031410235945,0.5874907214578907,0.3946032198236875
2019-06-21,0.6766093516780223,0.6292231490025293,0.5813657819256225,0.5999270669191289,0.6817454881457115,0.5501510458998178,0.5517376589820601,0.6294529597632843,0.5726325516670061,0.39128614400442885
2019-06-24,0.6699509747479303,0.616578702285831,0.5640109538186927,0.5470938271496177,0.6707436994125983,0.5384689706880953,0.5572935036161396,0.6188760960725725,0.5655679235078624,0.3549375645482219
2019-06-25,0.6420308084667363,0.6154439379090821,0.5288589413242499,0.5565368276010382,0.6733151754830032,0.5397916434947594,0.5705555873701463,0.6273996559950219,0.5528804969214525,0.37650635354944306
2019-06-26,0.6376974772962126,0.5907442961016348,0.49790069505080176,0.5583055483492836,0.663231126895025,0.5337407988699369,0.5712677057814721,0.6318306978309624,0.5493645067065059,0.38297973724634415
2019-06-27,0.6409855863400724,0.6063719964172382,0.5115138313174277,0.558291257582127,0.6605214367757359,0.5284963042549872,0.5933771677124321,0.6341716299348156,0.5518388454973118,0.4410967438754219
2019-06-28,0.6052256282475107,0.5831244171172189,0.5173160751698751,0.5309842862068184,0.6389198643060587,0.5301006704195723,0.5710046775383453,0.6358722792949975,0.5310297935620537,0.4342198229830393
2019-07-01,0.6201765048135319,0.6002866750045437,0.5339456996529915,0.5401798424543733,0.6686109293642457,0.5537904211028052,0.5747943625844637,0.6569194630396211,0.49566778601379385,0.43647474935707126
2019-07-02,0.6314535764577572,0.6080270353162094,0.5160324459537023,0.5376435514111534,0.6681177453257039,0.5332796686308265,0.5598601384522137,0.638181525228227,0.4844838179325129,0.4450383563753186
2019-07-03,0.6376504293379441,0.6089743351043865,0.5201471899939579,0.5309756484069825,0.6846882245921057,0.5519834745232424,0.5503774848536439,0.6479714331140748,0.4711891355672315,0.4347934117943521
2019-07-04,0.6315523456880265,0.6199496723227452,0.5113418969627119,0.5183998094036913,0.6933487982450739,0.5487809821422592,0.5434943529938137,0.6423885306210945,0.48470541014111684,0.43951573544466155
2019-07-05,0.6353948362778388,0.6291118061415926,0.5409544690077321,0.5192858155377922,0.7282672342886803,0.6213424856034485,0.5512544198102939,0.6398615648693474,0.4894355136598296,0.45649208688663795
2019-07-08,0.6485740904439422,0.6299426250535654,0.563550746737589,0.5309892111004886,0.7288565376528354,0.6248134802631793,0.5576859849116715,0.6436072420714926,0.4762751461521169,0.4761957337331661
2019-07-09,0.6808204548027531,0.6311688642732945,0.5679551005421237,0.5328031646641305,0.7407705608818361,0.6254576661912032,0.5740347601408041,0.6426618247288723,0.4755297363617285,0.4764976957635324
2019-07-10,0.6831191746778208,0.6308638306881611,0.5671505259678539,0.5362825965399043,0.7362120644028435,0.6163018237888673,0.5627010049320177,0.6362612300589905,0.4642238648294025,0.4605387258817595
2019-07-11,0.6726032696730017,0.6172349668488873,0.5508584664563972,0.5275379136069788,0.7477448186645861,0.6231300058202074,0.5664994460282314,0.6365718362416029,0.4645516859733227,0.4604412747220155
2019-07-12,0.6727044599752869,0.6164412985561074,0.5513760650195951,0.5265055273293376,0.7467306779910285,0.6214752388274828,0.5707551609659234,0.6344209516988019,0.46966983240377713,0.47118994302852746
2019-07-15,0.6567042427929394,0.587934823736234,0.5344052218381741,0.5012938610843672,0.7177299351568638,0.6020680997100115,0.5530211461114196,0.6279448107620526,0.42885226156698986,0.4468502141637396
2019-07-16,0.6604578064691153,0.5920206002306998,0.5293949632266803,0.49786936305120827,0.7163687118646657,0.6075710370655867,0.551174193085105,0.6301748185831781,0.4303387617437751,0.42696623442533493
2019-07-17,0.6598129899740759,0.5861978366080137,0.527745225745067,0.49694733051047196,0.710654965885864,0.6060539051024982,0.5509234880079796,0.6284160932415678,0.42308231171724514,0.4247380260059082
2019-07-18,0.6538275720987019,0.5794714169930718,0.5270270374319623,0.4892622215701361,0.7127715682868645,0.6047639800850453,0.5499547044525818,0.627373012882896,0.4184281127918751,0.4262626769110463
2019-07-19,0.6650027665981423,0.5689607480009646,0.4859178373941188,0.4696844378638399,0.7117389496633699,0.6155045437586059,0.5652352279817203,0.6307375032565423,0.41053001706247244,0.38185639920295034
2019-07-22,0.662448448315962,0.5660633493084761,0.48234601004351846,0.47786197401046754,0.7103000475184243,0.6138712570634244,0.5838070810996506,0.6282619557382114,0.4176291189500067,0.3838832125037792
2019-07-23,0.6706631023663889,0.5596505926642151,0.48700370387122793,0.4814590019648842,0.710883073860214,0.6140450493140049,0.583519166287637,0.6239169953944618,0.40958272904342224,0.38659409787782767
2019-07-24,0.6647028111404273,0.5598579220474674,0.5006208234062316,0.47764701745072496,0.6987382882446974,0.6287671027123662,0.5698321726499533,0.6283146428545799,0.42276877001318747,0.42278630657637184
2019-07-25,0.6774166434587567,0.5540929949262109,0.476165228800137,0.468897528081921,0.7007434840629373,0.6273367647772052,0.5698499126032383,0.6200251230151992,0.41695340136992415,0.41246889759621025
2019-07-26,0.6660926972931531,0.5618224872270073,0.4450305250637198,0.4629789671290136,0.708781032927482,0.6133378367717383,0.564451238861173,0.6461597082910843,0.41540119051473334,0.4061717533113925
2019-07-29,0.6721846990477615,0.5697597113427965,0.46403811426764663,0.5002115087889624,0.7057857066149736,0.6104611684494595,0.5584764347339001,0.6478109807993202,0.4198580901823411,0.40456690566072895
2019-07-30,0.6896272990485387,0.5652758878558811,0.45055278780096464,0.49210622696064066,0.6455609323378626,0.6081025104571649,0.4243361845198928,0.637727596301847,0.2703049488013466,0.37563107239897825
2019-07-31,0.6899501557790396,0.5745957947325473,0.47333066480513286,0.4944648265325937,0.6676035076746983,0.6542319330646051,0.4292123230128732,0.6335589577524171,0.27201964584884186,0.3848081109856941
2019-08-01,0.6936079383825583,0.5599768172347295,0.4569257003147727,0.4819899020131673,0.6615828763802317,0.6572566561569653,0.43873748652149935,0.6218743260473272,0.23794205556303968,0.3478366507341301
2019-08-02,0.6811738385276295,0.5675094145425269,0.44042505206600524,0.4766975428542062,0.6660646340868214,0.6426159935864018,0.4140278789735522,0.6282756041121299,0.2620667558169727,0.33576861427989413
2019-08-05,0.6527670872674342,0.5436282846248977,0.42840931078783234,0.4690516478157585,0.6386786334756105,0.6332804525033594,0.39380348745081545,0.6250217179477562,0.2690070491516135,0.3633016065912025
2019-08-06,0.6397183643082646,0.5088230926905642,0.4303480122803606,0.47525358107928894,0.6315276522007927,0.63968270535411,0.3842547330515831,0.6525295801107664,0.2556873518307067,0.35030956382903056
2019-08-07,0.6371570454706867,0.5049899342233026,0.41392806581718594,0.46638572056492866,0.6301443080288577,0.6348854153432628,0.3804009832192889,0.6453043332889062,0.24888165271340243,0.34344270802345167
2019-08-08,0.6197277531487283,0.5097996581088139,0.384031907644008,0.45768629269843913,0.6414376418019911,0.6092528703552018,0.3687922646789859,0.6461347358366901,0.2456774486934809,0.3301887053130658
2019-08-09,0.6229813895162858,0.5262287190810307,0.3834630468947966,0.46241761651580404,0.6621700500171271,0.6132330340841706,0.37134107830854973,0.6305363527427946,0.2796858990184796,0.3498326703037745
2019-08-12,0.5990246208253018,0.523773695226745,0.3741388313124842,0.4598892620241139,0.6663677995200322,0.5597519249612245,0.39807431445520286,0.607778183119284,0.28522688019730474,0.3216378366056014
2019-08-13,0.604050355758934,0.5465438144427089,0.3903647486826279,0.4676960132675243,0.6492519434866129,0.5347944519732427,0.3817160143098877,0.5644856577087415,0.2601956908018477,0.295684355382739
2019-08-14,0.5929292056661716,0.5442003138514848,0.37985906809338293,0.46246678675281294,0.6521456866522922,0.5464990446086831,0.3818697113121128,0.5657847948692629,0.24749252584789586,0.297005363696448
2019-08-15,0.5924408299122457,0.5302029467285067,0.3804993669894777,0.4604858031396715,0.6354921746994086,0.5493250564850803,0.37857591649445316,0.5579849414090712,0.2527547449209041,0.298733391538731
2019-08-16,0.5997140920418536,0.53288355026042,0.37676848787627726,0.4577448190831969,0.6020702392327014,0.5231260960360617,0.35992112668036724,0.5295885307757691,0.22423199704650587,0.27911654026055577
2019-08-19,0.5980907491431091,0.5306360706131876,0.3649133757184745,0.4491860395904406,0.5951922028089492,0.4937939302274336,0.34081783467529986,0.5332083364657759,0.23692337936649113,0.3228283986732496
2019-08-20,0.5973928331081706,0.5213267113578693,0.3636070681949792,0.44826922412220166,0.59782215546284,0.4975209150677382,0.33956121773010856,0.5235875515373776,0.22878136479719186,0.3201088369559927
2019-08-21,0.5946815173073936,0.5045148438820248,0.34825339389431553,0.4428411703351616,0.5988793036303313,0.4972827521701341,0.33437775043582096,0.5139836308324987,0.21388618475971272,0.31020123250419024
2019-08-22,0.5858281969721989,0.5034320828697312,0.34650157184675606,0.4359949889614754,0.5727008677221114,0.5064560308083115,0.27559011410322387,0.5085189419034655,0.23086065595030197,0.2993653373675964
2019-08-23,0.5998071716626988,0.5227951253614302,0.39587348266081623,0.44946552908794957,0.5844456324938424,0.5136690306615431,0.299407712535294,0.5300784622785983,0.250484941132359,0.3203233944422401
2019-08-26,0.625214726883029,0.532198160791643,0.4122083529950847,0.45233073520094896,0.6007704558133675,0.5315076235735994,0.2854661225473585,0.5371476808950839,0.2625035216948633,0.33299344989530616
2019-08-27,0.6241610460187164,0.5313966224373756,0.40979824240122686,0.44560579931167277,0.6012802031937716,0.5353417767598636,0.28848767582038015,0.5366661855210109,0.25917502030536277,0.32553356625536856
2019-08-28,0.62196311831851,0.5306905358225663,0.392527794642322,0.4556282833392576,0.6024128506305647,0.5079888387433337,0.30660654512966395,0.5166222883119805,0.2651567246001943,0.34386815726607844
2019-08-29,0.6075127678827794,0.5292041813078917,0.4196088917860225,0.4763691506640558,0.6062917059650047,0.5219798719910933,0.3012196097688199,0.5851970993391753,0.25769192170586025,0.4371451446401057
2019-08-30,0.6124475831864706,0.5222147880312431,0.4269283726057091,0.47951710839674666,0.5715480539050924,0.5302101480071337,0.30745937008694446,0.51947939339308,0.24338533045909477,0.4425450985639441
2019-09-02,0.6148768524074877,0.5064033669230982,0.4241858181397848,0.42545777801805557,0.5711252493065802,0.531410382622001,0.25563511158068597,0.5163517395694374,0.20775304627881705,0.3697075417833678
2019-09-03,0.6028308877989532,0.4886357440539865,0.4112731052061464,0.415094961847303,0.560790841772256,0.5121982084015512,0.23352409129800705,0.48140068578756895,0.19588746698844006,0.3553680317803751
2019-09-04,0.5657246047798832,0.45871356660267637,0.39517045339469364,0.4277721944929984,0.565649645053369,0.515109599046242,0.21856506819648888,0.4844721033223974,0.18386396981667674,0.34669921705753437
2019-09-05,0.5713870252754811,0.464075871468136,0.39306730623758396,0.4067563007137732,0.5756798368173031,0.5133907681713893,0.20528529714230956,0.5089285913651923,0.1852084548239301,0.34502772628248146
2019-09-06,0.5661844120756084,0.4658205894957373,0.39940937569542256,0.4124282364614363,0.578287913172824,0.5037795695432742,0.2002624453918582,0.5021773629365504,0.1950886935404557,0.36113347630994636
2019-09-09,0.5724560194073225,0.47401382721164625,0.40579772031843,0.41246646139667503,0.5740254657607629,0.508162267663768,0.2169832651907671,0.5004307677898959,0.23651125402402426,0.36980975545662453
2019-09-10,0.5790292150156636,0.4827190678774262,0.38586110122486666,0.4122472027971175,0.5814788050785914,0.4921230354656439,0.21832689794833807,0.47374192411574206,0.23703014803370986,0.36458102863998965
2019-09-11,0.5251433942813212,0.44731584402960767,0.3487617068302633,0.4332211054957312,0.5997043408460416,0.5318609487174444,0.21936499845340884,0.4736521730150237,0.27035959481163246,0.37907846751456586
2019-09-12,0.47057523427532927,0.4355927055493436,0.3350302058666306,0.4410722280093794,0.5951414962367653,0.5229822047879672,0.21477773941018882,0.46689257576669524,0.26712141332080774,0.3758029713055961
2019-09-16,0.4750927807661802,0.42091034146077394,0.3348400296231249,0.4321817151862322,0.5830385177840379,0.5197547388211928,0.213307473636765,0.47346093484256857,0.27333755808367405,0.3811013454679171
2019-09-17,0.4737089703380211,0.4315242494791141,0.33832337475144575,0.4273042952919703,0.5940360476760858,0.5229669621988848,0.20465468442487342,0.4746873266621972,0.2997503887359974,0.38807284405562953
2019-09-18,0.47713066310102364,0.4170125695670167,0.3624468352305953,0.45741412890505817,0.5982518919365755,0.5095239654576149,0.15627879319995716,0.47742315983559025,0.28093255271864054,0.37953438701981596
2019-09-19,0.47918235762312494,0.4457038283768492,0.3721424840538006,0.46749142722723375,0.6068838869471918,0.5106336684792533,0.158286698297428,0.4770358805076944,0.28234064664350333,0.3788385271992621
2019-09-20,0.4717030580574148,0.40390675607814897,0.37914226136593737,0.47806082248428955,0.6059755062936147,0.5134754701381777,0.1602058595701276,0.49142909792662615,0.28956880722577816,0.38299476400532395
2019-09-23,0.4791731270858868,0.39426348075485584,0.3732174305087504,0.49694174039020966,0.6066999260988396,0.5193009667241482,0.17168744818109205,0.48527782217639176,0.2846725805389496,0.391019563667794
2019-09-24,0.4268684937897987,0.31561977380235884,0.333771440723321,0.5105822770767534,0.5029096073177732,0.4936815701137472,0.1938131845226006,0.4188878515489791,0.28656455805677533,0.4050930401474332
2019-09-25,0.41327717596632263,0.2913562222649144,0.36206275652026587,0.5155557835549684,0.5049697061082487,0.5153341671602719,0.21194336975654623,0.43797873169171353,0.31325424661304596,0.38616515226952525
2019-09-26,0.3713042013474394,0.23685214447533823,0.28938104590692165,0.5207843284767124,0.46981683602778546,0.485249027990431,0.2264066768376776,0.4133573355398729,0.32358574271581664,0.3874664487551949
2019-09-27,0.3705776337347889,0.222886492962839,0.2963192440193776,0.4914514348336435,0.4531048406000126,0.4839019918047306,0.19884813328466874,0.37464134492151613,0.1812975061243662,0.3773404707442767
2019-09-30,0.3760691241828856,0.24444181953760852,0.29097096388482896,0.476461335022152,0.47684755652665656,0.4783320520655912,0.17947368543738199,0.37999679276259535,0.16141232517617496,0.36862451060011414
2019-10-08,0.35725368269289665,0.2275211217778562,0.2651403524674388,0.42146240369542254,0.45419472584751014,0.4603220924535152,0.13438834637245312,0.3775295297382759,0.14972371089603398,0.3482659809705795
2019-10-09,0.33003150341266346,0.21786443934333707,0.23622680280039043,0.42866805216653164,0.45906846572993726,0.4755494633062271,0.10418628515294887,0.38281764706046695,0.1362415985052568,0.3061341164834575
2019-10-10,0.3312175478059059,0.21310003969195102,0.21445272882964267,0.4333149098293851,0.45688776871475456,0.4513639624216031,0.10093467699807586,0.41350761286778487,0.12268039571178681,0.25945831214230247
2019-10-11,0.3605743308574995,0.23494581485976884,0.2373638845489944,0.4470542156155341,0.45443808824442805,0.44954166479511715,0.10675605814076211,0.40560410620016013,0.12069720424431157,0.25860782695345197
2019-10-14,0.35968592864073023,0.25946027832996144,0.24137595869326775,0.4473635608859796,0.44989156941299224,0.4506324201870434,0.106892735236518,0.3960038183007096,0.12117967725189063,0.25880678624382125
2019-10-15,0.34251283856955794,0.27115760650709136,0.23529547426424394,0.4492959790466842,0.4540273895408977,0.4728618059616619,0.07118966367765814,0.3775234712131863,0.1437747759513483,0.24187865697023006
2019-10-16,0.3193448443012747,0.2671224484051418,0.23965823029155886,0.44953716209948635,0.4546481480252222,0.440230410078802,0.09002181727661576,0.3696017347929512,0.15410343307405838,0.26520386814215935
2019-10-17,0.3197272778583655,0.2738198419912765,0.23667528614396524,0.4387646540719124,0.46174028006373363,0.4361518788104612,0.07923988983728457,0.35052067948831955,0.12410870305552335,0.2687246088153211
2019-10-18,0.3336830176579226,0.29338345285968653,0.2676437630833038,0.4508144620733035,0.4532030860153089,0.437728934412736,0.08680876574121019,0.3553707623464134,0.1339902087313612,0.28275535492934395
2019-10-21,0.3357053262133048,0.31756734343707727,0.28196957611368517,0.42595800907006603,0.45615171844259705,0.4436860557067895,0.07680798254126972,0.35423644832301066,0.1402975319446327,0.27519078331950625
